time, chan7, label
1490400059395392894,-187500.022352, 0
1490400059398423910,-187500.022352, 0
1490400059402343988,-187500.022352, 0
1490400059406403064,-187500.022352, 0
1490400059410408020,-187500.022352, 0
1490400059414406061,-187500.022352, 0
1490400059418477058,-187500.022352, 0
1490400059423439979,-187500.022352, 0
1490400059426461935,-187500.022352, 0
1490400059430404901,-187500.022352, 0
1490400059434439897,-187500.022352, 0
1490400059438456058,-187500.022352, 0
1490400059442347049,-187500.022352, 0
1490400059446532964,-187500.022352, 0
1490400059451489925,-187500.022352, 0
1490400059454365015,-187500.022352, 0
1490400059458493947,-187500.022352, 0
1490400059462384939,-187500.022352, 0
1490400059466504096,-187500.022352, 0
1490400059470370054,-187500.022352, 0
1490400059474535942,-187500.022352, 0
1490400059479517936,-187500.022352, 0
1490400059482389926,-187500.022352, 0
1490400059485601902,-187500.022352, 0
1490400059490462064,-187500.022352, 0
1490400059494586944,-187500.022352, 0
1490400059498440980,-187500.022352, 0
1490400059502666950,-187500.022352, 0
1490400059506412029,-187500.022352, 0
1490400059509490013,-187500.022352, 0
1490400059513622999,-187500.022352, 0
1490400059518606901,-187500.022352, 0
1490400059522618055,-187500.022352, 0
1490400059526603937,-187500.022352, 0
1490400059530528068,-187500.022352, 0
1490400059534641981,-187500.022352, 0
1490400059538470983,-187500.022352, 0
1490400059541512012,-187500.022352, 0
1490400059546471118,-187500.022352, 0
1490400059550494909,-187500.022352, 0
1490400059554491996,-187500.022352, 0
1490400059558528900,-187500.022352, 0
1490400059561551094,-187500.022352, 0
1490400059565608978,-187500.022352, 0
1490400059569538116,-187500.022352, 0
1490400059574544906,-187500.022352, 0
1490400059578600883,-187500.022352, 0
1490400059582508087,-187500.022352, 0
1490400059586590051,-187500.022352, 0
1490400059589783906,-187500.022352, 0
1490400059593744993,-187500.022352, 0
1490400059597707986,-187500.022352, 0
1490400059601743936,-187500.022352, 0
1490400059606558084,-187500.022352, 0
1490400059610778093,-187500.022352, 0
1490400059614753961,-187500.022352, 0
1490400059617738008,-187500.022352, 0
1490400059621714115,-187500.022352, 0
1490400059625741958,-187500.022352, 0
1490400059629791021,-187500.022352, 0
1490400059634656906,-187500.022352, 0
1490400059638781070,-187500.022352, 0
1490400059642755985,-187500.022352, 0
1490400059645770072,-187500.022352, 0
1490400059649789094,-187500.022352, 0
1490400059653671979,-187500.022352, 0
1490400059657732009,-187500.022352, 0
1490400059661772966,-187500.022352, 0
1490400059666734933,-187500.022352, 0
1490400059669751882,-187500.022352, 0
1490400059673732042,-187500.022352, 0
1490400059677782058,-187500.022352, 0
1490400059681703090,-187500.022352, 0
1490400059685743093,-187500.022352, 0
1490400059689784049,-187500.022352, 0
1490400059694776058,-187500.022352, 0
1490400059697798967,-187500.022352, 0
1490400059701797008,-187500.022352, 0
1490400059705796957,-187500.022352, 0
1490400059709841966,-187500.022352, 0
1490400059713834047,-187500.022352, 0
1490400059717848062,-187500.022352, 0
1490400059722752094,-187500.022352, 0
1490400059725797891,-187500.022352, 0
1490400059729825973,-187500.022352, 0
1490400059733781099,-187500.022352, 0
1490400059737852096,-187500.022352, 0
1490400059741806983,-187500.022352, 0
1490400059745831966,-187500.022352, 0
1490400059750793933,-187500.022352, 0
1490400059753886938,-187500.022352, 0
1490400059756928920,-187500.022352, 0
1490400059761827945,-187500.022352, 0
1490400059765913963,-187500.022352, 0
1490400059769936084,-187500.022352, 0
1490400059775847911,-187500.022352, 0
1490400059778953075,-187500.022352, 0
1490400059782813072,-187500.022352, 0
1490400059785942077,-187500.022352, 0
1490400059789957046,-187500.022352, 0
1490400059793919086,-187500.022352, 0
1490400059797910928,-187500.022352, 0
1490400059801966905,-187500.022352, 0
1490400059806893110,-187500.022352, 0
1490400059809926986,-187500.022352, 0
1490400059812947988,-187500.022352, 0
1490400059818008899,-187500.022352, 0
1490400059821965932,-187500.022352, 0
1490400059825959920,-187500.022352, 0
1490400059829938888,-187500.022352, 0
1490400059833950042,-187500.022352, 0
1490400059836966037,-187500.022352, 0
1490400059840998888,-187500.022352, 0
1490400059845084905,-187500.022352, 0
1490400059850003004,-187500.022352, 0
1490400059854000091,-187500.022352, 0
1490400059858058929,-187500.022352, 0
1490400059861094951,-187500.022352, 0
1490400059865093946,-187500.022352, 0
1490400059868974924,-187500.022352, 0
1490400059873966932,-187500.022352, 0
1490400059878165960,-187500.022352, 0
1490400059882122039,-187500.022352, 0
1490400059886137008,-187500.022352, 0
1490400059889115095,-187500.022352, 0
1490400059893098115,-187500.022352, 0
1490400059897185087,-187500.022352, 0
1490400059901128053,-187500.022352, 0
1490400059906008005,-187500.022352, 0
1490400059910022974,-187500.022352, 0
1490400059914912939,-187500.022352, 0
1490400059918812990,-187500.022352, 0
1490400059921055078,-187500.022352, 0
1490400059925029039,-187500.022352, 0
1490400059929117918,-187500.022352, 0
1490400059934092998,-187500.022352, 0
1490400059938112974,-187500.022352, 0
1490400059942094087,-187500.022352, 0
1490400059945130109,-187500.022352, 0
1490400059949217081,-187500.022352, 0
1490400059953154087,-187500.022352, 0
1490400059957262992,-187500.022352, 0
1490400059961240053,-187500.022352, 0
1490400059966248035,-187500.022352, 0
1490400059969202041,-187500.022352, 0
1490400059973218917,-187500.022352, 0
1490400059977276086,-187500.022352, 0
1490400059981220006,-187500.022352, 0
1490400059985244989,-187500.022352, 0
1490400059989291906,-187500.022352, 0
1490400059994302034,-187500.022352, 0
1490400059997262001,-187500.022352, 0
1490400060001245021,-187500.022352, 0
1490400060005208969,-187500.022352, 0
1490400060009298086,-187500.022352, 0
1490400060013288021,-187500.022352, 0
1490400060017296075,-187500.022352, 0
1490400060022280931,-187500.022352, 0
1490400060025249958,-187500.022352, 0
1490400060029376983,-187500.022352, 0
1490400060033245086,-187500.022352, 0
1490400060037337064,-187500.022352, 0
1490400060041306018,-187500.022352, 0
1490400060045332908,-187500.022352, 0
1490400060050403118,-187500.022352, 0
1490400060053296089,-187500.022352, 0
1490400060057396888,-187500.022352, 0
1490400060061347961,-187500.022352, 0
1490400060065437078,-187500.022352, 0
1490400060069422960,-187500.022352, 0
1490400060073365926,-187500.022352, 0
1490400060078433036,-187500.022352, 0
1490400060081446886,-187500.022352, 0
1490400060085418939,-187500.022352, 0
1490400060089446067,-187500.022352, 0
1490400060093440055,-187500.022352, 0
1490400060097487926,-187500.022352, 0
1490400060101519107,-187500.022352, 0
1490400060104516983,-187500.022352, 0
1490400060108659029,-187500.022352, 0
1490400060112476110,-187500.022352, 0
1490400060117523908,-187500.022352, 0
1490400060121551036,-187500.022352, 0
1490400060125468969,-187500.022352, 0
1490400060129499912,-187500.022352, 0
1490400060132497072,-187500.022352, 0
1490400060136483907,-187500.022352, 0
1490400060140542030,-187500.022352, 0
1490400060145492076,-187500.022352, 0
1490400060149669885,-187500.022352, 0
1490400060153623104,-187500.022352, 0
1490400060157733917,-187500.022352, 0
1490400060161545038,-187500.022352, 0
1490400060164751052,-187500.022352, 0
1490400060168585062,-187500.022352, 0
1490400060173508882,-187500.022352, 0
1490400060177546024,-187500.022352, 0
1490400060181505918,-187500.022352, 0
1490400060185614109,-187500.022352, 0
1490400060188685894,-187500.022352, 0
1490400060192635059,-187500.022352, 0
1490400060196731090,-187500.022352, 0
1490400060200669050,-187500.022352, 0
1490400060205591917,-187500.022352, 0
1490400060209635972,-187500.022352, 0
1490400060213716983,-187500.022352, 0
1490400060216689109,-187500.022352, 0
1490400060220679998,-187500.022352, 0
1490400060224677085,-187500.022352, 0
1490400060228837013,-187500.022352, 0
1490400060233664989,-187500.022352, 0
1490400060237672090,-187500.022352, 0
1490400060241657972,-187500.022352, 0
1490400060244687080,-187500.022352, 0
1490400060248775005,-187500.022352, 0
1490400060252688884,-187500.022352, 0
1490400060256704092,-187500.022352, 0
1490400060261698961,-187500.022352, 0
1490400060265790939,-187500.022352, 0
1490400060268722057,-187500.022352, 0
1490400060272703886,-187500.022352, 0
1490400060276680946,-187500.022352, 0
1490400060280755996,-187500.022352, 0
1490400060284766912,-187500.022352, 0
1490400060288822889,-187500.022352, 0
1490400060293754100,-187500.022352, 0
1490400060296830892,-187500.022352, 0
1490400060300775051,-187500.022352, 0
1490400060304768085,-187500.022352, 0
1490400060308849096,-187500.022352, 0
1490400060312757968,-187500.022352, 0
1490400060316792964,-187500.022352, 0
1490400060321865081,-187500.022352, 0
1490400060324800014,-187500.022352, 0
1490400060328758955,-187500.022352, 0
1490400060332730054,-187500.022352, 0
1490400060336724996,-187500.022352, 0
1490400060340827941,-187500.022352, 0
1490400060344815015,-187500.022352, 0
1490400060349834918,-187500.022352, 0
1490400060352793931,-187500.022352, 0
1490400060356832027,-187500.022352, 0
1490400060360800027,-187500.022352, 0
1490400060364852905,-187500.022352, 0
1490400060368833065,-187500.022352, 0
1490400060372881889,-187500.022352, 0
1490400060377800941,-187500.022352, 0
1490400060380842924,-187500.022352, 0
1490400060384886980,-187500.022352, 0
1490400060388861894,-187500.022352, 0
1490400060392831087,-187500.022352, 0
1490400060396853923,-187500.022352, 0
1490400060400912046,-187500.022352, 0
1490400060404891014,-187500.022352, 0
1490400060407948970,-187500.022352, 0
1490400060411875963,-187500.022352, 0
1490400060416918039,-187500.022352, 0
1490400060420931100,-187500.022352, 0
1490400060424951076,-187500.022352, 0
1490400060428987979,-187500.022352, 0
1490400060432969093,-187500.022352, 0
1490400060436038970,-187500.022352, 0
1490400060439956903,-187500.022352, 0
1490400060444947957,-187500.022352, 0
1490400060449031114,-187500.022352, 0
1490400060453052997,-187500.022352, 0
1490400060456963062,-187500.022352, 0
1490400060460051059,-187500.022352, 0
1490400060464072942,-187500.022352, 0
1490400060468080997,-187500.022352, 0
1490400060472055912,-187500.022352, 0
1490400060477036952,-187500.022352, 0
1490400060481026887,-187500.022352, 0
1490400060485045909,-187500.022352, 0
1490400060488075017,-187500.022352, 0
1490400060492096900,-187500.022352, 0
1490400060496053934,-187500.022352, 0
1490400060500077962,-187500.022352, 0
1490400060505050897,-187500.022352, 0
1490400060509089946,-187500.022352, 0
1490400060513082981,-187500.022352, 0
1490400060516130924,-187500.022352, 0
1490400060520114898,-187500.022352, 0
1490400060524102926,-187500.022352, 0
1490400060529066085,-187500.022352, 0
1490400060533111095,-187500.022352, 0
1490400060537096977,-187500.022352, 0
1490400060541182041,-187500.022352, 0
1490400060544100999,-187500.022352, 0
1490400060548161983,-187500.022352, 0
1490400060552139043,-187500.022352, 0
1490400060556169033,-187500.022352, 0
1490400060561182022,-187500.022352, 0
1490400060565218925,-187500.022352, 0
1490400060568387985,-187500.022352, 0
1490400060572189092,-187500.022352, 0
1490400060576164007,-187500.022352, 0
1490400060580246925,-187500.022352, 0
1490400060584171056,-187500.022352, 0
1490400060589196920,-187500.022352, 0
1490400060593203067,-187500.022352, 0
1490400060596283912,-187500.022352, 0
1490400060600245952,-187500.022352, 0
1490400060604188919,-187500.022352, 0
1490400060608295917,-187500.022352, 0
1490400060612225055,-187500.022352, 0
1490400060616300106,-187500.022352, 0
1490400060621278047,-187500.022352, 0
1490400060624228954,-187500.022352, 0
1490400060628643035,-187500.022352, 0
1490400060632267951,-187500.022352, 0
1490400060636300086,-187500.022352, 0
1490400060640331983,-187500.022352, 0
1490400060644280910,-187500.022352, 0
1490400060649305105,-187500.022352, 0
1490400060652304887,-187500.022352, 0
1490400060656294107,-187500.022352, 0
1490400060660350084,-187500.022352, 0
1490400060664284944,-187500.022352, 0
1490400060668313026,-187500.022352, 0
1490400060672348976,-187500.022352, 0
1490400060677301883,-187500.022352, 0
1490400060680346965,-187500.022352, 0
1490400060684386968,-187500.022352, 0
1490400060688390016,-187500.022352, 0
1490400060692411899,-187500.022352, 0
1490400060696391105,-187500.022352, 0
1490400060700390100,-187500.022352, 0
1490400060704345941,-187500.022352, 0
1490400060707453012,-187500.022352, 0
1490400060711534023,-187500.022352, 0
1490400060716403007,-187500.022352, 0
1490400060720372915,-187500.022352, 0
1490400060724450111,-187500.022352, 0
1490400060728643894,-187500.022352, 0
1490400060731477975,-187500.022352, 0
1490400060735434055,-187500.022352, 0
1490400060739456892,-187500.022352, 0
1490400060744415044,-187500.022352, 0
1490400060748491048,-187500.022352, 0
1490400060752435922,-187500.022352, 0
1490400060756483078,-187500.022352, 0
1490400060759529113,-187500.022352, 0
1490400060763634920,-187500.022352, 0
1490400060767498016,-187500.022352, 0
1490400060772511005,-187500.022352, 0
1490400060776482105,-187500.022352, 0
1490400060780488967,-187500.022352, 0
1490400060784785985,-187500.022352, 0
1490400060787589073,-187500.022352, 0
1490400060791578054,-187500.022352, 0
1490400060795543909,-187500.022352, 0
1490400060799567937,-187500.022352, 0
1490400060804528951,-187500.022352, 0
1490400060808587074,-187500.022352, 0
1490400060812542915,-187500.022352, 0
1490400060815602064,-187500.022352, 0
1490400060819571018,-187500.022352, 0
1490400060823635101,-187500.022352, 0
1490400060828655004,-187500.022352, 0
1490400060832621097,-187500.022352, 0
1490400060836613893,-187500.022352, 0
1490400060840634107,-187500.022352, 0
1490400060843647956,-187500.022352, 0
1490400060847634077,-187500.022352, 0
1490400060851653099,-187500.022352, 0
1490400060855685949,-187500.022352, 0
1490400060860677957,-187500.022352, 0
1490400060864643096,-187500.022352, 0
1490400060867661952,-187500.022352, 0
1490400060871680021,-187500.022352, 0
1490400060875689983,-187500.022352, 0
1490400060879815101,-187500.022352, 0
1490400060883706092,-187500.022352, 0
1490400060888674020,-187500.022352, 0
1490400060892752885,-187500.022352, 0
1490400060895755052,-187500.022352, 0
1490400060899729013,-187500.022352, 0
1490400060903692007,-187500.022352, 0
1490400060907732963,-187500.022352, 0
1490400060911732912,-187500.022352, 0
1490400060916719913,-187500.022352, 0
1490400060920758962,-187500.022352, 0
1490400060923758029,-187500.022352, 0
1490400060927792072,-187500.022352, 0
1490400060931782007,-187500.022352, 0
1490400060935755014,-187500.022352, 0
1490400060939795970,-187500.022352, 0
1490400060943831920,-187500.022352, 0
1490400060948851108,-187500.022352, 0
1490400060951775074,-187500.022352, 0
1490400060955780982,-187500.022352, 0
1490400060959811925,-187500.022352, 0
1490400060963833093,-187500.022352, 0
1490400060967830896,-187500.022352, 0
1490400060971843004,-187500.022352, 0
1490400060976857900,-187500.022352, 0
1490400060979873895,-187500.022352, 0
1490400060983841896,-187500.022352, 0
1490400060987844944,-187500.022352, 0
1490400060991894006,-187500.022352, 0
1490400060995883941,-187500.022352, 0
1490400060999856948,-187500.022352, 0
1490400061003843069,-187500.022352, 0
1490400061006890058,-187500.022352, 0
1490400061010961055,-187500.022352, 0
1490400061015909910,-187500.022352, 0
1490400061019887924,-187500.022352, 0
1490400061023891925,-187500.022352, 0
1490400061028331995,-187500.022352, 0
1490400061032006025,-187500.022352, 0
1490400061034898996,-187500.022352, 0
1490400061038973093,-187500.022352, 0
1490400061043963909,-187500.022352, 0
1490400061048063993,-187500.022352, 0
1490400061051919937,-187500.022352, 0
1490400061056006908,-187500.022352, 0
1490400061060004949,-187500.022352, 0
1490400061063004016,-187500.022352, 0
1490400061066998958,-187500.022352, 0
1490400061071094036,-187500.022352, 0
1490400061076061010,-187500.022352, 0
1490400061080169916,-187500.022352, 0
1490400061084074974,-187500.022352, 0
1490400061087100982,-187500.022352, 0
1490400061091100931,-187500.022352, 0
1490400061095094919,-187500.022352, 0
1490400061099111080,-187500.022352, 0
1490400061104063987,-187500.022352, 0
1490400061108066082,-187500.022352, 0
1490400061112050056,-187500.022352, 0
1490400061115139961,-187500.022352, 0
1490400061119048118,-187500.022352, 0
1490400061123084068,-187500.022352, 0
1490400061127203941,-187500.022352, 0
1490400061132128000,-187500.022352, 0
1490400061136094093,-187500.022352, 0
1490400061140163898,-187500.022352, 0
1490400061143156051,-187500.022352, 0
1490400061147106885,-187500.022352, 0
1490400061151084899,-187500.022352, 0
1490400061155216932,-187500.022352, 0
1490400061160187005,-187500.022352, 0
1490400061164179086,-187500.022352, 0
1490400061167177915,-187500.022352, 0
1490400061171204090,-187500.022352, 0
1490400061175232887,-187500.022352, 0
1490400061179292917,-187500.022352, 0
1490400061183211088,-187500.022352, 0
1490400061188180923,-187500.022352, 0
1490400061192238092,-187500.022352, 0
1490400061195215940,-187500.022352, 0
1490400061199245929,-187500.022352, 0
1490400061203222990,-187500.022352, 0
1490400061207246065,-187500.022352, 0
1490400061211283922,-187500.022352, 0
1490400061216258049,-187500.022352, 0
1490400061220236063,-187500.022352, 0
1490400061223287105,-187500.022352, 0
1490400061227246999,-187500.022352, 0
1490400061231318950,-187500.022352, 0
1490400061235265016,-187500.022352, 0
1490400061239315986,-187500.022352, 0
1490400061243355035,-187500.022352, 0
1490400061248317003,-187500.022352, 0
1490400061251349925,-187500.022352, 0
1490400061255331993,-187500.022352, 0
1490400061259430885,-187500.022352, 0
1490400061263334989,-187500.022352, 0
1490400061267362117,-187500.022352, 0
1490400061271359920,-187500.022352, 0
1490400061276412010,-187500.022352, 0
1490400061279395103,-187500.022352, 0
1490400061283623933,-187500.022352, 0
1490400061287421941,-187500.022352, 0
1490400061291409015,-187500.022352, 0
1490400061295413017,-187500.022352, 0
1490400061299441099,-187500.022352, 0
1490400061304414033,-187500.022352, 0
1490400061307440996,-187500.022352, 0
1490400061311350107,-187500.022352, 0
1490400061315428018,-187500.022352, 0
1490400061319425106,-187500.022352, 0
1490400061323503971,-187500.022352, 0
1490400061327526092,-187500.022352, 0
1490400061331448078,-187500.022352, 0
1490400061334434032,-187500.022352, 0
1490400061338466882,-187500.022352, 0
1490400061343480110,-187500.022352, 0
1490400061347498893,-187500.022352, 0
1490400061351449966,-187500.022352, 0
1490400061355619907,-187500.022352, 0
1490400061359587907,-187500.022352, 0
1490400061362508058,-187500.022352, 0
1490400061366539955,-187500.022352, 0
1490400061371603012,-187500.022352, 0
1490400061375528097,-187500.022352, 0
1490400061379610061,-187500.022352, 0
1490400061383569002,-187500.022352, 0
1490400061386550903,-187500.022352, 0
1490400061390562057,-187500.022352, 0
1490400061394834041,-187500.022352, 0
1490400061399584054,-187500.022352, 0
1490400061403584957,-187500.022352, 0
1490400061407588005,-187500.022352, 0
1490400061411572933,-187500.022352, 0
1490400061415587902,-187500.022352, 0
1490400061418564081,-187500.022352, 0
1490400061422573089,-187500.022352, 0
1490400061426651000,-187500.022352, 0
1490400061431646108,-187500.022352, 0
1490400061435622930,-187500.022352, 0
1490400061439677953,-187500.022352, 0
1490400061442663908,-187500.022352, 0
1490400061446588039,-187500.022352, 0
1490400061450694084,-187500.022352, 0
1490400061454709053,-187500.022352, 0
1490400061459743022,-187500.022352, 0
1490400061463670015,-187500.022352, 0
1490400061467689037,-187500.022352, 0
1490400061470619916,-187500.022352, 0
1490400061474644899,-187500.022352, 0
1490400061478650093,-187500.022352, 0
1490400061482811927,-187500.022352, 0
1490400061487690925,-187500.022352, 0
1490400061491754055,-187500.022352, 0
1490400061494720935,-187500.022352, 0
1490400061498716115,-187500.022352, 0
1490400061502757072,-187500.022352, 0
1490400061506776094,-187500.022352, 0
1490400061510828971,-187500.022352, 0
1490400061514733076,-187500.022352, 0
1490400061519714117,-187500.022352, 0
1490400061522790908,-187500.022352, 0
1490400061526743888,-187500.022352, 0
1490400061530786037,-187500.022352, 0
1490400061534790992,-187500.022352, 0
1490400061538785934,-187500.022352, 0
1490400061542809963,-187500.022352, 0
1490400061547784090,-187500.022352, 0
1490400061550801038,-187500.022352, 0
1490400061554858922,-187500.022352, 0
1490400061558855056,-187500.022352, 0
1490400061562832117,-187500.022352, 0
1490400061568977117,-187500.022352, 0
1490400061573158979,-187500.022352, 0
1490400061576277971,-187500.022352, 0
1490400061578903913,-187500.022352, 0
1490400061582858085,-187500.022352, 0
1490400061586850881,-187500.022352, 0
1490400061590910911,-187500.022352, 0
1490400061595087051,-187500.022352, 0
1490400061598881006,-187500.022352, 0
1490400061603869915,-187500.022352, 0
1490400061606909990,-187500.022352, 0
1490400061610848903,-187500.022352, 0
1490400061614886999,-187500.022352, 0
1490400061618952989,-187500.022352, 0
1490400061622976064,-187500.022352, 0
1490400061627038002,-187500.022352, 0
1490400061631944894,-187500.022352, 0
1490400061635050058,-187500.022352, 0
1490400061637926101,-187500.022352, 0
1490400061643084049,-187500.022352, 0
1490400061646953105,-187500.022352, 0
1490400061651010990,-187500.022352, 0
1490400061655076026,-187500.022352, 0
1490400061658948898,-187500.022352, 0
1490400061661962032,-187500.022352, 0
1490400061665993928,-187500.022352, 0
1490400061671091079,-187500.022352, 0
1490400061675075054,-187500.022352, 0
1490400061679092884,-187500.022352, 0
1490400061683043003,-187500.022352, 0
1490400061687145948,-187500.022352, 0
1490400061690052032,-187500.022352, 0
1490400061694113969,-187500.022352, 0
1490400061699059963,-187500.022352, 0
1490400061703084945,-187500.022352, 0
1490400061707101106,-187500.022352, 0
1490400061711055040,-187500.022352, 0
1490400061715043067,-187500.022352, 0
